t,rms_db,low_db,mid_db,high_db
68.2667,7.80,-10.81,6.75,-3.62
68.2783,9.79,-14.50,8.91,-0.91
68.2899,11.81,-14.80,11.09,0.91
68.3015,12.84,-11.47,11.98,1.77
68.3131,14.03,-8.85,13.25,3.02
68.3247,14.57,-7.49,13.79,3.51
68.3363,13.65,-8.07,12.68,3.14
68.3479,13.23,-7.39,12.51,2.18
68.3595,12.64,-9.02,12.09,0.84
68.3712,11.14,-12.16,10.64,-1.13
68.3828,9.78,-13.00,9.46,-4.71
68.3944,6.44,-14.11,6.11,-7.93
68.4060,1.86,-16.84,1.25,-10.31
68.4176,-4.84,-12.73,-6.80,-14.29
68.4292,-8.93,-12.49,-13.29,-19.02
68.4408,-11.64,-14.05,-17.37,-23.37
68.4524,-21.79,-24.73,-28.75,-31.98
68.4640,-18.57,-34.69,-21.65,-23.14
68.4756,14.96,-12.05,14.68,0.84
68.4873,25.20,10.96,24.51,14.33
68.4989,29.45,18.72,28.24,20.63
68.5105,30.52,16.13,29.29,22.96
68.5221,31.96,8.85,31.01,23.35
68.5337,32.09,15.00,31.10,22.78
68.5453,35.09,31.00,32.23,21.40
68.5569,41.11,37.33,38.65,18.77
68.5685,44.51,37.57,43.52,14.81
68.5801,45.45,35.74,44.96,12.92
68.5917,45.36,35.65,44.87,12.48
68.6034,45.91,36.88,45.32,15.46
68.6150,45.67,37.81,44.88,16.94
68.6266,44.82,38.85,43.53,16.54
68.6382,44.58,40.17,42.60,17.69
68.6498,44.57,41.12,41.90,20.09
68.6614,43.52,41.28,39.40,20.64
68.6730,42.34,41.01,36.29,19.55
68.6846,40.62,39.84,32.49,16.48
68.6962,39.47,38.93,29.89,15.48
68.7078,40.08,39.59,30.11,15.69
68.7195,42.38,40.91,36.82,20.62
68.7311,45.54,41.34,43.38,25.30
68.7427,46.24,39.61,45.12,24.55
68.7543,48.71,37.47,48.35,20.89
68.7659,50.81,35.11,50.69,19.57
68.7775,46.53,32.61,46.34,19.15
68.7891,43.60,32.04,43.26,19.53
68.8007,42.78,31.72,42.40,19.41
68.8123,41.83,31.37,41.40,17.76
68.8239,39.87,30.87,39.26,15.08
68.8356,36.13,30.45,34.74,9.38
68.8472,32.67,30.00,29.27,4.07
68.8588,33.45,30.74,30.11,-0.10
68.8704,32.99,30.67,29.16,-3.34
68.8820,31.04,30.42,22.29,-10.06
68.8936,31.48,31.02,21.50,-11.66
68.9052,31.97,31.08,24.63,-7.32
68.9168,39.66,31.13,39.00,7.54
68.9284,45.21,33.27,44.92,13.69
68.9400,45.95,34.78,45.60,16.53
68.9517,44.98,35.81,44.41,19.27
68.9633,43.79,37.38,42.62,22.00
68.9749,43.59,38.33,42.01,22.19
68.9865,43.81,38.04,42.42,22.54
68.9981,44.06,36.53,43.17,23.74
69.0097,44.23,33.30,43.83,23.00
69.0213,41.89,28.00,41.68,19.58
69.0329,34.60,23.35,34.21,14.14
69.0445,27.99,14.90,27.76,3.10
69.0561,18.40,0.12,18.33,-10.96
69.0678,7.02,-4.65,6.67,-15.40
69.0794,-2.84,-8.30,-4.71,-16.54
69.0910,29.57,20.46,28.97,6.48
69.1026,39.06,29.69,38.50,14.13
69.1142,42.87,33.11,42.37,16.75
69.1258,44.49,35.56,43.87,18.85
69.1374,45.26,37.40,44.46,22.29
69.1490,44.50,37.10,43.58,23.07
69.1606,39.78,33.94,38.42,18.34
69.1722,28.69,25.94,25.27,10.27
69.1839,18.65,9.03,17.42,9.95
69.1955,22.37,-4.54,17.49,20.63
69.2071,31.19,-6.59,16.42,31.04
69.2187,33.77,-11.66,11.66,33.74
69.2303,31.74,-14.24,4.88,31.73
69.2419,29.91,-0.14,5.00,29.89
69.2535,24.04,5.69,8.83,23.84
69.2651,11.81,0.98,4.12,10.53
69.2767,-1.23,-16.25,-8.10,-2.50
69.2883,-10.17,-22.71,-13.40,-13.81
69.3000,6.99,-5.96,6.41,-4.96
69.3116,26.84,18.00,26.15,8.05
69.3232,38.16,30.83,37.24,14.45
69.3348,43.36,37.50,42.01,18.78
69.3464,45.76,40.60,44.14,20.59
69.3580,47.37,41.60,45.99,22.09
69.3696,48.14,41.60,47.01,22.13
69.3812,47.85,41.01,46.81,20.96
69.3928,46.99,40.40,45.89,17.99
69.4044,46.22,40.38,44.88,14.67
69.4161,45.11,39.90,43.53,9.04
69.4277,42.15,39.45,38.80,2.38
69.4393,41.81,40.97,34.28,6.07
69.4509,42.53,41.70,34.91,8.13
69.4625,42.12,41.03,35.55,8.83
69.4741,41.68,40.33,35.93,8.98
69.4857,41.11,39.59,35.80,8.65
69.4973,40.16,38.47,35.24,7.06
69.5089,39.05,37.56,33.67,4.29
69.5205,37.31,36.07,31.26,1.44
69.5322,34.83,33.81,28.04,-2.32
69.5438,31.75,30.77,24.78,-4.91
69.5554,27.80,27.16,19.11,-7.83
69.5670,23.16,22.54,14.30,-9.51
69.5786,17.62,16.40,11.42,-10.90
69.5902,11.60,8.93,8.14,-11.69
69.6018,13.13,2.79,12.69,-13.16
69.6134,35.72,9.00,35.69,9.90
69.6250,48.17,17.98,48.16,16.82
69.6366,48.87,16.95,48.86,11.99
69.6483,39.30,24.91,39.14,-3.03
69.6599,32.54,30.53,28.24,-2.86
69.6715,30.43,28.55,25.89,-3.88
69.6831,27.25,23.27,25.01,-0.56
69.6947,35.72,33.06,32.32,5.29
69.7063,40.02,37.12,36.89,7.36
69.7179,41.37,38.16,38.55,7.87
69.7295,42.28,38.82,39.66,6.52
69.7411,43.06,39.45,40.56,6.56
69.7527,43.49,39.47,41.28,8.05
69.7644,42.66,37.85,40.90,9.76
69.7760,40.80,33.35,39.92,12.01
69.7876,38.52,26.04,38.25,11.50
69.7992,33.36,14.15,33.30,6.11
69.8108,25.26,-0.83,25.24,-4.64
69.8224,13.93,-7.07,13.88,-11.26
69.8340,-1.56,-7.63,-3.06,-16.18
69.8456,13.31,5.41,12.45,-7.79
69.8572,32.59,24.70,31.74,9.35
69.8688,40.42,33.04,39.50,14.45
69.8805,43.99,35.96,43.22,17.28
69.8921,45.31,35.76,44.78,18.58
69.9037,45.19,35.69,44.65,20.18
69.9153,42.88,34.57,42.15,19.73
69.9269,35.43,29.47,34.12,13.71
69.9385,19.67,16.68,15.81,8.91
69.9501,16.39,4.56,15.03,9.38
69.9617,23.00,0.73,17.88,21.35
69.9733,33.25,-1.55,18.41,33.10
69.9849,37.69,-7.69,14.69,37.66
69.9966,40.14,-10.74,10.36,40.13
70.0082,39.57,-7.85,7.44,39.56
70.0198,34.25,-6.84,5.62,34.24
70.0314,27.72,13.49,14.42,27.34
70.0430,33.43,32.71,24.64,16.57
70.0546,40.88,38.46,37.19,7.03
70.0662,44.30,39.23,42.68,6.23
70.0778,45.65,42.00,43.20,7.15
70.0894,45.12,43.70,39.55,8.01
70.1010,43.94,43.00,36.77,9.82
70.1127,43.00,40.51,39.26,15.99
70.1243,41.70,36.54,39.97,18.68
70.1359,41.33,35.47,39.87,17.81
70.1475,41.29,35.76,39.74,17.24
70.1591,41.49,36.35,39.85,15.84
70.1707,41.99,37.81,39.85,16.23
70.1823,41.75,38.40,39.01,17.34
70.1939,39.34,36.83,35.57,22.05
70.2055,35.29,30.62,27.14,32.30
70.2171,36.52,18.62,12.92,36.43
70.2288,36.51,5.44,8.71,36.50
70.2404,35.96,-0.44,8.64,35.95
70.2520,33.78,-6.14,8.93,33.76
70.2636,28.47,-8.80,9.72,28.39
70.2752,19.40,-5.50,12.47,18.29
70.2868,12.87,-7.51,12.28,3.05
70.2984,6.10,-13.12,5.74,-6.53
70.3100,-3.67,-19.06,-4.85,-11.18
70.3216,-2.40,-14.71,-4.38,-7.78
70.3332,9.02,4.12,7.03,-4.91
70.3449,29.38,26.58,26.14,-3.77
70.3565,36.80,34.59,32.80,-2.27
70.3681,39.22,37.28,34.80,1.69
70.3797,40.69,38.68,36.39,5.48
70.3913,42.52,40.57,38.09,6.59
70.4029,44.09,42.36,39.24,9.28
70.4145,45.21,43.93,39.20,13.48
70.4261,45.84,45.01,37.97,17.53
70.4377,46.01,45.41,36.47,20.68
70.4493,46.10,45.59,35.34,21.29
70.4610,46.19,45.72,35.06,20.24
70.4726,46.60,46.09,36.42,17.95
70.4842,47.04,46.28,38.90,16.63
70.4958,46.16,44.65,40.78,12.56
70.5074,41.15,39.43,36.28,1.96
70.5190,36.28,36.12,21.95,-11.47
70.5306,34.85,34.74,18.91,-11.79
70.5422,33.22,33.07,18.58,-11.23
70.5538,37.97,34.92,34.97,5.10
70.5654,46.56,42.32,44.47,15.70
70.5771,49.33,43.72,47.90,19.65
70.5887,49.14,42.23,48.12,20.59
70.6003,46.38,39.81,45.26,20.88
70.6119,43.64,37.28,42.45,19.30
70.6235,42.59,34.94,41.72,17.96
70.6351,41.39,33.46,40.58,17.59
70.6467,40.69,32.23,39.99,15.58
70.6583,38.78,31.43,37.87,13.28
70.6699,33.92,29.30,32.03,8.00
70.6815,25.02,23.28,20.14,-0.77
70.6932,15.02,14.74,2.57,-10.09
70.7048,5.11,4.82,-8.57,-17.77
70.7164,-5.43,-6.29,-15.75,-22.46
70.7280,-7.09,-8.41,-16.57,-23.69
70.7396,-8.01,-9.80,-15.14,-22.83
70.7512,-11.53,-14.88,-16.00,-24.04
70.7628,-19.10,-26.07,-23.26,-28.73
70.7744,-3.50,-15.26,-4.44,-13.74
70.7860,27.24,20.63,26.13,3.80
70.7976,39.90,32.74,38.94,14.86
70.8093,44.35,37.11,43.41,20.01
70.8209,44.87,37.82,43.89,19.68
70.8325,44.88,37.95,43.86,19.98
70.8441,44.63,38.90,43.22,20.88
70.8557,45.26,40.50,43.42,21.19
70.8673,46.19,41.42,44.36,21.26
70.8789,46.49,41.82,44.62,20.50
70.8905,45.43,41.33,43.23,19.31
70.9021,43.24,40.33,40.09,16.80
70.9137,41.79,40.14,36.76,12.82
70.9254,41.27,40.11,34.96,10.46
70.9370,41.08,40.15,33.89,11.77
70.9486,41.04,39.99,34.34,13.79
70.9602,40.69,39.31,34.99,14.68
70.9718,39.67,38.01,34.62,13.93
70.9834,37.66,36.55,31.13,11.09
70.9950,33.56,32.80,25.56,3.41
71.0066,25.52,24.90,16.70,-6.00
71.0182,17.10,16.42,8.63,-11.55
71.0298,9.41,8.42,2.40,-14.23
71.0415,3.64,2.56,-3.24,-17.80
71.0531,0.57,-2.85,-2.47,-14.30
71.0647,-0.11,-6.26,-1.81,-13.35
71.0763,0.06,-9.20,-0.94,-12.62
71.0879,-1.02,-12.42,-1.80,-13.17
71.0995,-2.07,-13.89,-2.98,-13.44
71.1111,-0.06,-12.46,-0.67,-12.87
71.1227,-0.68,-10.71,-1.55,-12.26
71.1343,-5.85,-15.27,-7.14,-15.08
71.1459,-12.55,-17.23,-17.03,-19.69
71.1576,-16.93,-21.32,-22.50,-24.16
71.1692,-22.59,-28.10,-32.45,-32.91
71.1808,-10.06,-14.17,-14.20,-23.07
71.1924,17.45,6.20,16.96,0.20
71.2040,25.54,18.97,24.11,12.16
71.2156,29.75,22.12,28.06,20.55
71.2272,33.18,18.74,32.08,25.09
71.2388,34.94,11.85,34.28,25.59
71.2504,35.91,10.52,35.46,24.82
71.2620,36.06,19.21,35.59,24.09
71.2737,38.52,30.91,37.51,23.06
71.2853,44.71,35.45,44.14,21.91
71.2969,47.13,35.67,46.79,20.68
71.3085,46.73,34.43,46.45,19.15
71.3201,45.36,33.61,45.04,19.72
71.3317,43.09,32.45,42.68,18.48
71.3433,37.59,29.31,36.87,14.14
71.3549,27.83,21.16,26.70,8.66
71.3665,11.66,4.04,10.51,-2.79
71.3781,-1.60,-7.09,-3.26,-18.11
71.3898,-9.29,-11.71,-15.30,-22.15
71.4014,-14.82,-17.96,-20.55,-23.92
71.4130,-16.03,-21.25,-19.97,-25.27
71.4246,-16.81,-21.88,-20.77,-26.23
71.4362,-26.11,-36.93,-33.71,-33.32
71.4478,-22.54,-30.03,-25.35,-32.61
71.4594,0.53,-13.55,0.22,-16.06
71.4710,22.97,14.33,22.27,2.49
71.4826,34.94,31.94,31.92,4.77
71.4942,42.17,40.17,37.83,2.81
71.5059,45.00,43.56,39.50,5.77
71.5175,46.27,44.60,41.30,5.92
71.5291,46.56,44.59,42.17,5.37
71.5407,46.07,43.65,42.38,3.29
71.5523,45.03,42.36,41.65,1.50
71.5639,43.78,40.79,40.74,1.12
71.5755,42.32,39.80,38.75,2.69
71.5871,41.08,40.32,33.14,3.90
71.5987,41.96,41.71,29.57,6.35
71.6103,42.97,42.73,30.08,6.57
71.6220,44.05,43.83,30.99,5.40
71.6336,44.41,43.90,34.88,6.15
71.6452,44.29,41.96,40.48,7.37
71.6568,44.29,39.70,42.42,8.41
71.6684,43.36,38.58,41.59,10.04
71.6800,43.24,37.25,41.97,12.06
71.6916,43.95,36.02,43.18,12.28
71.7032,43.82,35.44,43.13,12.53
71.7148,43.58,35.16,42.89,13.06
71.7264,43.52,35.46,42.77,13.18
71.7380,43.24,35.51,42.42,13.46
71.7497,42.76,34.91,41.97,12.63
71.7613,42.52,34.09,41.83,12.56
71.7729,42.30,33.53,41.67,11.96
71.7845,41.51,32.87,40.85,11.02
71.7961,41.32,31.97,40.76,11.61
71.8077,41.52,31.61,41.04,10.83
71.8193,41.42,31.48,40.94,8.97
71.8309,41.38,31.32,40.90,10.57
71.8425,40.52,31.19,39.96,10.95
71.8541,37.92,30.91,36.94,9.95
71.8658,32.37,28.78,29.82,8.99
71.8774,27.97,23.64,25.88,6.96
71.8890,25.08,17.84,24.10,2.77
71.9006,17.65,10.11,16.71,-4.98
71.9122,5.80,2.64,2.61,-10.43
71.9238,1.11,-3.23,-1.33,-12.70
71.9354,5.92,-0.77,4.59,-10.10
71.9470,8.97,-2.13,8.29,-5.59
71.9586,11.07,-8.36,10.55,-1.34
71.9702,11.90,-13.10,11.33,0.33
71.9819,12.70,-12.86,12.11,1.34
71.9935,14.44,-13.66,13.89,2.63
72.0051,14.60,-13.13,14.06,3.63
72.0167,14.82,-12.55,14.26,3.63
72.0283,15.02,-11.70,14.41,3.85
72.0399,14.88,-11.09,14.32,3.58
72.0515,14.15,-10.13,13.51,2.25
72.0631,11.86,-9.05,11.06,0.92
72.0747,13.95,-6.88,10.62,10.40
72.0863,25.90,5.40,19.27,24.21
72.0980,25.78,6.73,19.54,23.97
72.1096,11.84,-3.00,7.00,9.26
72.1212,-2.71,-6.45,-7.03,-10.54
72.1328,-1.41,-3.09,-7.69,-15.37
72.1444,15.47,15.33,0.14,-17.95
72.1560,28.85,28.72,13.52,-13.72
72.1676,34.09,34.04,15.09,-12.16
72.1792,34.87,34.81,15.76,-12.03
72.1908,33.87,33.80,16.14,-11.80
72.2024,32.73,32.62,16.49,-11.62
72.2141,31.90,31.78,15.78,3.77
72.2257,30.48,30.29,16.09,6.94
72.2373,36.93,33.41,34.36,3.39
72.2489,44.75,40.29,42.82,5.63
72.2605,47.38,42.79,45.52,7.28
72.2721,49.09,42.61,47.98,10.90
72.2837,51.19,41.13,50.74,11.81
72.2953,51.93,39.09,51.69,12.35
72.3069,51.82,37.10,51.67,13.34
72.3185,51.55,35.96,51.43,13.80
72.3302,50.98,35.59,50.85,16.10
72.3418,50.30,36.31,50.11,18.81
72.3534,50.03,36.77,49.81,20.31
72.3650,50.00,37.09,49.76,20.02
72.3766,47.56,36.82,47.16,16.57
72.3882,42.23,34.95,41.31,11.54
72.3998,33.64,30.47,30.77,4.46
72.4114,25.98,25.31,17.46,-3.75
72.4230,21.63,21.35,9.56,-10.15
72.4346,15.20,14.87,3.73,-11.53
72.4463,20.50,6.07,20.24,3.20
72.4579,23.25,1.20,23.15,4.84
72.4695,14.47,-3.81,14.35,-5.58
72.4811,3.15,-3.96,-2.11,0.12
72.4927,27.30,22.10,25.45,13.66
72.5043,39.35,33.81,37.87,18.82
72.5159,44.64,39.28,43.12,18.97
72.5275,47.07,42.05,45.41,19.49
72.5391,47.98,43.93,45.79,19.24
72.5507,47.45,44.37,44.48,19.07
72.5624,45.81,43.13,42.40,19.03
72.5740,44.36,41.62,41.01,17.77
72.5856,43.36,40.22,40.42,17.72
72.5972,42.53,38.97,39.96,16.92
72.6088,42.26,37.96,40.19,16.74
72.6204,41.21,37.19,38.97,16.03
72.6320,39.01,36.53,35.35,11.61
72.6436,38.30,37.14,31.99,5.02
72.6552,38.96,37.93,32.19,3.81
72.6668,39.54,38.58,32.51,1.22
72.6785,39.47,38.34,33.07,1.10
72.6901,38.34,36.66,33.41,-0.11
72.7017,36.17,33.69,32.54,1.95
72.7133,28.68,25.08,26.18,-1.48
72.7249,14.13,11.07,11.10,-9.78
72.7365,21.77,10.46,21.21,7.38
72.7481,36.12,30.30,34.75,13.97
72.7597,45.89,38.22,45.06,17.37
72.7713,49.48,40.55,48.88,20.05
72.7829,50.25,40.90,49.70,20.72
72.7946,49.36,40.36,48.77,18.57
72.8062,45.52,38.70,44.51,11.69
72.8178,41.05,39.35,36.15,2.45
72.8294,43.02,41.67,37.29,4.81
72.8410,44.02,42.41,38.92,6.64
72.8526,44.50,42.26,40.54,6.30
72.8642,44.82,41.72,41.90,5.35
72.8758,45.43,41.01,43.48,12.83
72.8874,46.29,39.98,45.09,19.10
72.8990,47.21,39.14,46.42,21.28
72.9107,47.24,38.05,46.64,20.38
72.9223,45.67,37.93,44.82,18.22
72.9339,43.06,39.26,40.66,14.92
72.9455,38.16,36.34,33.44,11.50
72.9571,28.87,27.74,22.30,6.65
72.9687,14.60,12.44,9.98,0.62
72.9803,15.61,-1.11,14.80,6.84
72.9919,20.69,-7.32,19.99,12.13
73.0035,24.52,-5.30,23.91,15.50
73.0151,27.85,-3.00,27.38,17.67
73.0268,29.61,1.37,29.33,17.31
73.0384,29.64,7.89,29.35,17.03
73.0500,31.24,27.07,28.94,15.48
73.0616,38.89,36.41,35.23,14.06
73.0732,43.56,41.14,39.85,12.13
73.0848,45.55,43.11,41.87,14.04
73.0964,46.57,43.60,43.51,16.11
73.1080,46.50,43.01,43.90,15.13
73.1196,45.77,42.24,43.18,16.95
73.1312,44.85,41.85,41.79,15.75
73.1429,43.51,42.19,37.66,8.22
73.1545,43.98,43.60,33.18,0.07
73.1661,44.19,43.83,33.17,1.32
73.1777,44.16,43.81,33.02,1.56
73.1893,44.53,44.21,33.00,0.69
73.2009,45.03,44.72,33.38,1.60
73.2125,44.76,44.42,33.45,1.96
73.2241,43.82,43.40,33.45,2.83
73.2357,43.22,42.21,36.34,4.09
73.2473,42.67,40.41,38.73,8.93
73.2590,40.97,37.53,38.27,12.44
73.2706,39.51,35.49,37.21,14.34
73.2822,39.26,34.96,37.12,17.25
73.2938,39.04,34.82,36.83,18.16
73.3054,38.04,35.14,34.78,14.69
73.3170,38.06,36.73,32.25,3.92
73.3286,39.92,38.82,33.43,0.38
73.3402,40.97,40.00,33.99,-1.22
73.3518,40.51,39.73,32.65,-1.40
73.3634,36.14,35.33,28.48,-0.90
73.3751,25.37,24.47,18.10,-7.51
73.3867,11.50,9.20,7.43,-6.32
73.3983,28.82,10.36,28.50,16.27
73.4099,38.05,30.03,37.20,20.97
73.4215,44.49,36.27,43.76,18.27
73.4331,46.13,37.22,45.52,17.95
73.4447,46.21,36.44,45.71,17.50
73.4563,46.01,35.66,45.58,18.27
73.4679,46.55,35.71,46.17,18.27
73.4795,46.33,35.95,45.91,17.72
73.4912,45.84,36.38,45.31,17.79
73.5028,45.32,37.16,44.59,16.82
73.5144,44.52,38.14,43.37,15.10
73.5260,42.96,38.79,40.85,12.05
73.5376,41.62,39.93,36.71,6.38
73.5492,42.05,40.91,35.68,5.67
73.5608,42.36,40.93,36.84,7.88
73.5724,41.69,39.92,36.93,9.19
73.5840,40.47,38.26,36.46,9.91
73.5956,39.62,37.30,35.79,8.50
73.6073,38.75,36.50,34.82,5.31
73.6189,37.35,35.34,33.04,1.23
73.6305,33.55,31.95,28.43,-4.35
73.6421,25.24,24.40,17.68,-8.83
73.6537,16.32,14.71,11.19,-9.41
73.6653,8.57,4.54,6.17,-13.76
73.6769,4.44,-3.89,3.38,-12.68
73.6885,9.21,-4.23,8.83,-9.49
73.7001,10.74,-7.42,10.47,-7.84
73.7117,10.84,-7.59,10.56,-6.77
73.7234,10.08,-9.08,9.84,-8.55
73.7350,7.10,-10.04,6.85,-11.16
73.7466,4.84,1.61,1.71,-13.59
73.7582,8.73,7.44,2.57,-14.93
73.7698,4.17,3.16,-3.02,-17.76
73.7814,-5.27,-7.02,-10.88,-22.82
73.7930,-7.28,-9.94,-13.58,-24.80
73.8046,-9.10,-11.27,-15.78,-24.49
73.8162,-4.71,-9.50,-7.23,-17.50
73.8278,20.67,13.68,19.61,-0.58
73.8395,27.67,21.52,26.40,5.76
73.8511,28.07,20.99,27.03,6.74
73.8627,30.81,26.44,28.77,7.04
73.8743,38.38,34.70,35.93,9.35
73.8859,42.43,37.70,40.64,11.68
73.8975,44.80,38.19,43.73,12.36
73.9091,48.24,37.01,47.90,14.85
73.9207,50.39,34.74,50.26,18.77
73.9323,50.77,33.56,50.68,20.69
73.9439,48.91,33.71,48.77,18.76
73.9556,44.84,33.20,44.52,15.92
73.9672,38.61,30.71,37.83,10.20
73.9788,29.29,24.71,27.42,-0.15
73.9904,16.65,14.72,12.19,-11.48
74.0020,4.25,1.27,1.10,-16.86
74.0136,-2.15,-4.64,-6.14,-20.34
74.0252,-6.71,-12.97,-8.39,-23.43
74.0368,-3.96,-16.01,-4.65,-16.54
74.0484,22.59,-1.48,22.48,4.28
74.0600,29.01,19.14,28.49,7.68
74.0717,37.10,32.03,35.47,4.83
74.0833,43.84,36.54,42.95,7.77
74.0949,46.41,38.41,45.66,10.93
74.1065,46.90,39.05,46.12,11.63
74.1181,47.36,39.49,46.58,14.13
74.1297,47.26,41.32,45.98,15.72
74.1413,43.63,41.12,40.05,9.80
74.1529,39.01,38.54,29.13,-6.13
74.1645,37.43,37.10,26.12,-10.69
74.1761,36.06,35.92,21.29,-10.71
74.1878,35.63,35.52,19.46,-0.96
74.1994,38.22,37.44,29.98,10.06
74.2110,44.15,42.91,37.84,16.04
74.2226,46.75,45.86,39.05,20.12
74.2342,47.34,46.50,39.51,20.42
74.2458,47.43,46.35,40.72,18.19
74.2574,47.02,45.10,42.49,16.03
74.2690,46.50,43.43,43.53,14.97
74.2806,45.92,42.64,43.14,11.75
74.2922,45.21,41.91,42.47,11.46
74.3039,45.01,41.24,42.64,12.03
74.3155,44.64,40.28,42.65,12.35
74.3271,43.77,38.60,42.17,10.71
74.3387,40.57,35.97,38.70,7.58
74.3503,32.07,29.68,28.29,1.20
74.3619,21.16,20.47,12.71,-9.48
74.3735,9.75,8.81,2.07,-12.07
74.3851,8.06,4.08,5.18,-6.01
74.3967,20.66,13.28,18.16,13.57
74.4083,32.45,28.83,29.64,17.83
74.4200,36.35,34.27,32.07,13.80
74.4316,40.68,38.31,36.92,8.09
74.4432,46.23,41.19,44.60,7.95
74.4548,48.61,41.77,47.60,11.82
74.4664,48.33,41.08,47.42,11.60
74.4780,47.02,40.14,46.02,8.85
74.4896,45.03,40.19,43.30,5.07
74.5012,43.39,40.74,39.98,3.07
74.5128,43.20,41.34,38.62,3.79
74.5244,43.25,41.62,38.20,4.40
74.5361,42.99,41.35,37.95,4.10
74.5477,40.15,38.39,35.39,-0.19
74.5593,31.68,29.05,28.26,-4.74
74.5709,22.48,14.28,21.69,2.95
74.5825,33.23,19.13,32.99,13.12
74.5941,41.04,31.78,40.41,13.87
74.6057,45.72,36.02,45.17,13.16
74.6173,46.53,36.13,46.10,10.39
74.6289,43.68,33.77,43.20,3.45
74.6405,36.23,31.08,34.64,-7.09
74.6522,31.77,31.47,20.05,-12.09
74.6638,32.39,32.14,19.83,-12.96
74.6754,32.94,32.63,21.42,-13.27
74.6870,33.83,33.50,22.50,-11.09
74.6986,35.61,35.11,25.96,-2.96
74.7102,41.42,38.62,38.18,-2.79
74.7218,45.94,41.04,44.23,0.80
74.7334,48.00,41.51,46.90,4.91
74.7450,48.72,41.09,47.89,11.83
74.7566,48.41,40.33,47.67,15.58
74.7683,47.83,39.88,47.07,15.29
74.7799,47.76,39.78,47.00,15.57
74.7915,47.80,39.79,47.04,15.60
74.8031,47.94,39.75,47.21,15.75
74.8147,47.32,39.50,46.52,13.74
74.8263,44.62,38.03,43.54,10.23
74.8379,38.42,33.26,36.84,4.91
74.8495,26.60,23.09,24.02,-4.86
74.8611,13.76,10.09,11.29,-10.63
74.8727,5.19,-0.60,3.68,-10.80
74.8844,2.40,0.37,-2.32,-13.58
74.8960,-2.21,-3.04,-11.17,-19.09
74.9076,-11.24,-13.57,-17.65,-22.51
74.9192,-4.36,-18.85,-5.59,-12.40
74.9308,20.86,4.38,20.05,11.71
74.9424,33.17,26.97,31.77,17.45
74.9540,42.64,35.71,41.61,17.24
74.9656,47.18,38.27,46.53,20.01
74.9772,48.30,38.02,47.80,21.67
74.9888,48.21,36.85,47.82,21.85
75.0005,48.13,36.73,47.72,23.20
75.0121,48.11,36.81,47.71,24.53
75.0237,47.76,36.67,47.34,25.69
75.0353,47.60,36.63,47.12,26.85
75.0469,47.73,37.35,47.19,26.49
75.0585,47.73,37.71,47.17,25.53
75.0701,47.52,37.50,46.99,23.60
75.0817,47.89,37.06,47.46,22.77
75.0933,48.44,37.29,48.05,22.11
75.1049,48.25,38.46,47.73,21.13
75.1166,46.67,37.08,46.12,19.47
75.1282,45.41,35.35,44.94,16.76
75.1398,42.74,33.26,42.21,12.10
75.1514,38.81,28.98,38.32,7.97
75.1630,33.79,24.13,33.29,1.81
75.1746,26.34,18.14,25.62,-5.18
75.1862,9.09,2.63,7.88,-10.54
75.1978,6.90,5.21,1.65,-10.72
75.2094,14.83,14.23,5.74,-10.03
75.2210,24.46,23.92,15.12,-6.59
75.2327,28.97,27.92,22.25,-1.04
75.2443,34.92,34.28,26.27,3.15
75.2559,38.96,38.60,27.86,4.45
75.2675,42.31,42.04,30.09,6.48
75.2791,44.82,44.34,34.96,7.34
75.2907,46.14,45.18,39.07,6.06
75.3023,46.40,43.73,43.01,3.96
75.3139,46.63,38.58,45.88,5.21
75.3255,47.89,34.77,47.66,9.69
75.3371,47.36,35.07,47.09,12.37
75.3488,46.13,35.51,45.72,14.52
75.3604,45.37,36.43,44.75,16.57
75.3720,45.38,37.93,44.49,18.19
75.3836,45.70,40.13,44.25,18.19
75.3952,45.17,41.09,42.97,16.64
75.4068,43.51,39.13,41.52,11.12
75.4184,37.41,31.34,36.17,1.13
75.4300,18.75,14.90,16.41,-11.65
75.4416,7.96,7.31,-0.91,-15.86
75.4532,14.58,12.44,9.83,-7.10
75.4649,27.04,24.96,22.42,6.60
75.4765,31.80,27.39,29.21,15.40
75.4881,34.14,23.81,33.00,19.64
75.4997,34.85,16.79,34.17,20.90
75.5113,34.35,10.43,33.85,20.81
75.5229,34.47,22.39,33.90,19.51
75.5345,36.69,29.45,35.69,16.87
75.5461,40.03,31.29,39.39,14.54
75.5577,43.04,30.80,42.77,14.59
75.5693,43.96,29.96,43.78,13.80
75.5810,43.87,29.60,43.70,13.91
75.5926,43.16,29.85,42.95,11.84
75.6042,42.68,30.75,42.38,7.07
75.6158,41.17,32.01,40.60,2.26
75.6274,38.24,34.20,36.06,-2.31
75.6390,37.87,35.29,34.38,-2.29
75.6506,37.03,33.61,34.38,-3.41
75.6622,32.85,29.75,29.92,-8.06
75.6738,23.97,19.23,22.19,-10.39
75.6854,13.97,6.73,13.03,-10.47
75.6971,7.74,-3.48,6.61,-0.77
75.7087,20.32,8.84,19.66,8.43
75.7203,28.79,23.94,26.99,8.92
75.7319,35.76,31.03,33.94,11.14
75.7435,41.04,35.47,39.60,15.78
75.7551,44.74,38.25,43.60,19.88
75.7667,46.86,39.71,45.88,22.67
